RunId,iteration,Step,estrategia,avances,rescatistas,rng,Rescatados,Perdidas,Danio,Fuegos,Paredes,Puertas,Rescatando,Pasos,Avances,Estado,gano,motivo
398,132,9.0,mejorada,1,4,5359343067615589510,4,3,25,17,18,7,0,9,1,perdido,0,colapso
282,94,9.0,mejorada,1,2,2780958171820188827,1,3,25,9,20,7,1,9,1,perdido,0,colapso
289,96,9.0,mejorada,1,3,3337132314759568599,4,4,18,11,11,8,2,9,1,perdido,0,victimas
287,95,9.0,mejorada,1,4,5813330844689072343,2,4,16,10,12,7,3,9,1,perdido,0,victimas
89,29,9.0,mejorada,1,4,6300014615139381524,3,1,24,17,16,8,1,9,1,perdido,0,colapso
86,28,9.0,mejorada,1,4,1423069386716347727,1,4,7,7,7,7,3,9,1,perdido,0,victimas
671,223,9.0,mejorada,1,4,8814068826815106401,4,4,10,12,7,7,1,9,1,perdido,0,victimas
595,198,9.0,mejorada,1,3,1811790002820711025,4,4,16,13,15,7,0,9,1,perdido,0,victimas
735,245,9.0,mejorada,1,2,8003479201547280640,2,4,10,7,8,7,2,9,1,perdido,0,victimas
292,97,9.0,mejorada,1,3,808427814852703457,2,4,17,14,11,7,0,9,1,perdido,0,victimas
856,285,9.0,mejorada,1,3,3839343217224162852,0,4,10,14,10,7,2,9,1,perdido,0,victimas
302,100,9.0,mejorada,1,4,8380177735898741051,3,2,24,30,16,8,0,9,1,perdido,0,colapso
589,196,9.0,mejorada,1,3,5528330478685303892,1,5,17,14,15,6,1,9,1,perdido,0,victimas
64,21,9.0,mejorada,1,3,3269924900787895439,0,4,13,17,10,7,0,9,1,perdido,0,victimas
67,22,9.0,mejorada,1,3,8953109014434126403,4,3,25,17,16,8,0,9,1,perdido,0,colapso
721,240,9.0,mejorada,1,3,7650128693076619938,0,3,25,14,18,7,0,9,1,perdido,0,colapso
866,288,9.0,mejorada,1,4,4830768301422489395,5,4,21,10,14,7,4,9,1,perdido,0,victimas
314,104,9.0,mejorada,1,4,7182709311313489600,0,2,25,11,19,8,1,9,1,perdido,0,colapso
58,19,9.0,mejorada,1,3,5826075755539127445,1,1,25,18,21,6,2,9,1,perdido,0,colapso
52,17,9.0,mejorada,1,3,588610295420051415,2,4,19,11,14,8,3,9,1,perdido,0,victimas
54,18,9.0,mejorada,1,2,7633550208585727286,2,1,24,13,18,7,2,9,1,perdido,0,colapso
542,180,9.0,mejorada,1,4,8216110551009199403,5,4,23,11,16,7,4,9,1,perdido,0,victimas
46,15,9.0,mejorada,1,3,2095907272200333468,3,3,25,11,17,7,0,9,1,perdido,0,colapso
43,14,9.0,mejorada,1,3,4089774122208370449,2,4,10,11,8,7,2,9,1,perdido,0,victimas
329,109,9.0,mejorada,1,4,8325037704680575679,1,2,24,24,18,7,0,9,1,perdido,0,colapso
879,293,9.0,mejorada,1,2,914157378532652776,1,4,10,9,8,7,2,9,1,perdido,0,victimas
38,12,9.0,mejorada,1,4,5938607544058144514,1,4,13,8,10,6,4,9,1,perdido,0,victimas
340,113,9.0,mejorada,1,3,5342357575377760769,2,3,24,21,16,7,0,9,1,perdido,0,colapso
884,294,9.0,mejorada,1,4,7780605619557833769,1,1,24,14,16,8,0,9,1,perdido,0,colapso
705,235,9.0,mejorada,1,2,7418919976603579272,2,4,17,10,13,7,2,9,1,perdido,0,victimas
574,191,9.0,mejorada,1,3,2222561263212250043,1,4,18,14,13,7,1,9,1,perdido,0,victimas
350,116,9.0,mejorada,1,4,6996107820890309404,1,1,24,12,17,6,0,9,1,perdido,0,colapso
557,185,9.0,mejorada,1,4,6102747992571537333,0,3,25,11,15,7,1,9,1,perdido,0,colapso
889,296,9.0,mejorada,1,3,9034944823445181103,2,2,25,8,19,7,2,9,1,perdido,0,colapso
19,6,9.0,mejorada,1,3,7020274643477799479,1,4,19,18,16,7,2,9,1,perdido,0,victimas
20,6,9.0,mejorada,1,4,7020274643477799479,0,4,24,14,17,8,0,9,1,perdido,0,victimas
15,5,9.0,mejorada,1,2,8998527916616952261,3,3,26,14,17,7,2,9,1,perdido,0,colapso
568,189,9.0,mejorada,1,3,2420770983341428564,0,4,8,12,6,7,3,9,1,perdido,0,victimas
895,298,9.0,mejorada,1,3,7189411352906604064,3,2,24,11,17,7,0,9,1,perdido,0,colapso
899,299,9.0,mejorada,1,4,5925862281964184321,3,2,25,13,18,8,2,9,1,perdido,0,colapso
694,231,10.0,mejorada,1,3,3865647293027420680,7,3,17,10,12,7,3,10,1,ganado,1,victoria
354,118,10.0,mejorada,1,2,3985354860381270788,1,3,24,28,18,8,0,10,1,perdido,0,colapso
2,0,10.0,mejorada,1,4,7138484576005690179,3,4,20,18,13,7,1,10,1,perdido,0,victimas
606,202,10.0,mejorada,1,2,4618522254520175249,2,4,1,9,1,8,2,10,1,perdido,0,victimas
499,166,10.0,mejorada,1,3,7653459513276407468,2,3,24,14,18,8,2,10,1,perdido,0,colapso
888,296,10.0,mejorada,1,2,9034944823445181103,1,4,23,8,21,8,2,10,1,perdido,0,victimas
349,116,10.0,mejorada,1,3,6996107820890309404,5,2,25,13,17,7,0,10,1,perdido,0,colapso
455,151,10.0,mejorada,1,4,8265624203513098004,1,3,26,12,18,8,2,10,1,perdido,0,colapso
448,149,10.0,mejorada,1,3,199336253226511759,6,2,25,10,22,7,3,10,1,perdido,0,colapso
130,43,10.0,mejorada,1,3,2881073745369361439,7,1,11,5,11,7,3,10,1,ganado,1,victoria
496,165,10.0,mejorada,1,3,3421154220823127656,7,2,12,1,8,7,3,10,1,ganado,1,victoria
628,209,10.0,mejorada,1,3,4670069332732337558,3,3,27,12,19,7,1,10,1,perdido,0,colapso
795,265,10.0,mejorada,1,2,1526760662688963121,3,0,25,12,19,6,0,10,1,perdido,0,colapso
450,150,10.0,mejorada,1,2,7621197827893166670,7,2,12,4,11,7,2,10,1,ganado,1,victoria
189,63,10.0,mejorada,1,2,7055869069716825080,2,4,12,12,11,7,2,10,1,perdido,0,victimas
368,122,10.0,mejorada,1,4,778861390272838078,5,3,25,13,16,7,1,10,1,perdido,0,colapso
339,113,10.0,mejorada,1,2,5342357575377760769,3,4,13,12,10,7,2,10,1,perdido,0,victimas
789,263,10.0,mejorada,1,2,1326984363454281926,1,3,24,10,20,7,0,10,1,perdido,0,colapso
336,112,10.0,mejorada,1,2,2821951771681615127,2,2,25,11,19,8,2,10,1,perdido,0,colapso
122,40,10.0,mejorada,1,4,4032014784384463676,4,4,18,13,14,8,3,10,1,perdido,0,victimas
447,149,10.0,mejorada,1,2,199336253226511759,1,4,20,5,16,8,2,10,1,perdido,0,victimas
710,236,10.0,mejorada,1,4,4310834394325476573,3,2,27,12,17,6,0,10,1,perdido,0,colapso
686,228,10.0,mejorada,1,4,5847388317141204593,3,4,23,17,18,7,1,10,1,perdido,0,victimas
797,265,10.0,mejorada,1,4,1526760662688963121,3,3,26,11,19,8,1,10,1,perdido,0,colapso
464,154,10.0,mejorada,1,4,1001434454669433306,2,4,22,8,14,6,1,10,1,perdido,0,victimas
196,65,10.0,mejorada,1,3,5105868764207785778,4,4,25,7,17,7,2,10,1,perdido,0,victimas
201,67,10.0,mejorada,1,2,2803444835069964884,4,4,16,13,11,7,2,10,1,perdido,0,victimas
206,68,10.0,mejorada,1,4,284244353590349238,1,4,11,11,6,7,0,10,1,perdido,0,victimas
467,155,10.0,mejorada,1,4,6200320476196052908,2,3,25,13,17,7,1,10,1,perdido,0,colapso
575,191,10.0,mejorada,1,4,2222561263212250043,0,2,25,16,15,7,0,10,1,perdido,0,colapso
851,283,10.0,mejorada,1,4,2300194393269822563,5,4,21,10,16,7,1,10,1,perdido,0,victimas
83,27,10.0,mejorada,1,4,404018428470862364,2,3,24,16,17,6,1,10,1,perdido,0,colapso
682,227,10.0,mejorada,1,3,5120798098513749764,4,3,25,20,19,8,2,10,1,perdido,0,colapso
318,106,10.0,mejorada,1,2,4144628313312078530,5,4,22,6,16,6,2,10,1,perdido,0,victimas
830,276,10.0,mejorada,1,4,2932950191596309256,2,4,18,18,13,8,1,10,1,perdido,0,victimas
778,259,10.0,mejorada,1,3,5482682832056391811,3,3,25,9,18,7,3,10,1,perdido,0,colapso
818,272,10.0,mejorada,1,4,492361424666756014,1,4,24,11,16,8,0,10,1,perdido,0,victimas
168,56,10.0,mejorada,1,2,4232750931371847818,3,1,24,16,16,8,0,10,1,perdido,0,colapso
799,266,10.0,mejorada,1,3,2626079245766705074,1,0,24,27,17,8,0,10,1,perdido,0,colapso
776,258,10.0,mejorada,1,4,613897100045407464,1,0,25,19,19,8,0,10,1,perdido,0,colapso
214,71,10.0,mejorada,1,3,3768011668784017290,1,3,24,15,17,7,0,10,1,perdido,0,colapso
491,163,10.0,mejorada,1,4,345069924462636029,4,4,18,10,12,8,3,10,1,perdido,0,victimas
490,163,10.0,mejorada,1,3,345069924462636029,5,3,24,14,19,8,0,10,1,perdido,0,colapso
488,162,10.0,mejorada,1,4,2123349286112584630,4,4,22,15,15,7,0,10,1,perdido,0,victimas
614,204,10.0,mejorada,1,4,128539566345389180,6,2,24,25,16,7,1,10,1,perdido,0,colapso
434,144,10.0,mejorada,1,4,4367168901455824375,3,4,9,11,8,7,4,10,1,perdido,0,victimas
218,72,10.0,mejorada,1,4,7871254042147531455,2,1,26,14,20,5,0,10,1,perdido,0,colapso
524,174,10.0,mejorada,1,4,1518239141733678646,1,4,20,16,13,7,1,10,1,perdido,0,victimas
523,174,10.0,mejorada,1,3,1518239141733678646,5,2,24,12,17,7,2,10,1,perdido,0,colapso
724,241,10.0,mejorada,1,3,7349340450946339022,3,4,11,7,8,7,1,10,1,perdido,0,victimas
578,192,10.0,mejorada,1,4,1132242081106209098,3,2,25,17,16,7,2,10,1,perdido,0,colapso
547,182,10.0,mejorada,1,3,4785623692276692567,3,2,25,15,21,8,0,10,1,perdido,0,colapso
118,39,10.0,mejorada,1,3,6177943668448659538,1,2,27,9,20,7,2,10,1,perdido,0,colapso
307,102,10.0,mejorada,1,3,2452217567965390843,7,3,20,15,13,7,2,10,1,ganado,1,victoria
592,197,10.0,mejorada,1,3,8066411071954915232,2,3,25,25,18,7,0,10,1,perdido,0,colapso
472,157,10.0,mejorada,1,3,6082100289286389018,4,4,24,13,20,7,0,10,1,perdido,0,victimas
770,256,10.0,mejorada,1,4,7531517498733178494,3,4,12,12,11,6,2,10,1,perdido,0,victimas
526,175,10.0,mejorada,1,3,414227351061035947,5,4,12,7,8,7,2,10,1,perdido,0,victimas
875,291,10.0,mejorada,1,4,479263626137024775,1,2,24,8,18,7,4,10,1,perdido,0,colapso
874,291,10.0,mejorada,1,3,479263626137024775,2,4,24,14,17,8,1,10,1,perdido,0,victimas
877,292,10.0,mejorada,1,3,8530160633213701926,5,1,24,12,15,7,2,10,1,perdido,0,colapso
487,162,10.0,mejorada,1,3,2123349286112584630,2,2,24,11,19,7,1,10,1,perdido,0,colapso
386,128,10.0,mejorada,1,4,953724041019979856,2,4,15,26,10,7,2,10,1,perdido,0,victimas
299,99,10.0,mejorada,1,4,8871940021521908407,2,1,25,17,16,7,1,10,1,perdido,0,colapso
44,14,10.0,mejorada,1,4,4089774122208370449,1,3,25,10,19,7,2,10,1,perdido,0,colapso
47,15,10.0,mejorada,1,4,2095907272200333468,2,4,15,8,11,8,4,10,1,perdido,0,victimas
432,144,10.0,mejorada,1,2,4367168901455824375,4,4,10,12,9,7,2,10,1,perdido,0,victimas
222,74,10.0,mejorada,1,2,537747877366898908,1,4,19,13,14,7,1,10,1,perdido,0,victimas
296,98,10.0,mejorada,1,4,1088412337802183605,4,3,25,22,17,7,2,10,1,perdido,0,colapso
581,193,10.0,mejorada,1,4,7665661379552511350,2,4,16,6,14,8,3,10,1,perdido,0,victimas
541,180,10.0,mejorada,1,3,8216110551009199403,1,4,9,10,7,7,3,10,1,perdido,0,victimas
298,99,10.0,mejorada,1,3,8871940021521908407,4,3,24,19,15,6,0,10,1,perdido,0,colapso
104,34,10.0,mejorada,1,4,4330887939463945487,1,1,25,17,17,7,1,10,1,perdido,0,colapso
765,255,10.0,mejorada,1,2,6880767251491745953,0,4,15,18,13,8,2,10,1,perdido,0,victimas
74,24,10.0,mejorada,1,4,7179320580859366615,1,4,12,9,8,7,4,10,1,perdido,0,victimas
733,244,10.0,mejorada,1,3,5589509374536079274,2,4,26,12,21,8,1,10,1,perdido,0,victimas
732,244,10.0,mejorada,1,2,5589509374536079274,1,2,26,17,20,8,1,10,1,perdido,0,colapso
674,224,10.0,mejorada,1,4,2642000119086505860,3,3,24,17,16,8,1,10,1,perdido,0,colapso
107,35,10.0,mejorada,1,4,1747564835162871655,3,1,26,10,18,6,1,10,1,perdido,0,colapso
420,140,10.0,mejorada,1,2,4488630840155108969,3,3,26,11,17,8,0,10,1,perdido,0,colapso
650,216,10.0,mejorada,1,4,1208794400926784263,3,4,15,19,10,8,1,10,1,perdido,0,victimas
242,80,10.0,mejorada,1,4,6127210931559624285,3,2,25,13,16,8,1,10,1,perdido,0,colapso
396,132,10.0,mejorada,1,2,5359343067615589510,4,4,21,14,19,6,0,10,1,perdido,0,victimas
233,77,10.0,mejorada,1,4,6105102272664416621,1,0,24,21,17,8,2,10,1,perdido,0,colapso
868,289,10.0,mejorada,1,3,937757786175947955,7,2,7,5,7,7,3,10,1,ganado,1,victoria
401,133,10.0,mejorada,1,4,3199309255575899088,4,3,24,21,19,6,0,10,1,perdido,0,colapso
400,133,10.0,mejorada,1,3,3199309255575899088,2,4,17,8,13,6,0,10,1,perdido,0,victimas
737,245,10.0,mejorada,1,4,8003479201547280640,4,1,24,12,18,7,1,10,1,perdido,0,colapso
812,270,10.0,mejorada,1,4,510932467855766150,4,3,24,9,15,8,4,10,1,perdido,0,colapso
71,23,10.0,mejorada,1,4,8237588375927540125,2,4,18,16,13,7,2,10,1,perdido,0,victimas
414,138,10.0,mejorada,1,2,7219458207281458726,4,2,24,17,14,7,1,10,1,perdido,0,colapso
655,218,10.0,mejorada,1,3,8555254495387104291,2,1,25,9,14,7,2,10,1,perdido,0,colapso
654,218,10.0,mejorada,1,2,8555254495387104291,2,1,25,9,14,7,1,10,1,perdido,0,colapso
251,83,10.0,mejorada,1,4,1540053360388708572,2,2,24,15,16,6,0,10,1,perdido,0,colapso
756,252,10.0,mejorada,1,2,4186459809758113773,3,2,24,12,17,7,1,10,1,perdido,0,colapso
412,137,10.0,mejorada,1,3,4448464033578097061,4,3,25,21,18,8,1,10,1,perdido,0,colapso
620,206,10.0,mejorada,1,4,1215845357368378696,2,4,26,18,17,8,1,10,1,perdido,0,victimas
743,247,10.0,mejorada,1,4,3805301075240156879,2,3,26,15,18,7,0,10,1,perdido,0,colapso
276,92,10.0,mejorada,1,2,4115065316196789028,2,2,25,17,19,7,0,10,1,perdido,0,colapso
869,289,10.0,mejorada,1,4,937757786175947955,2,4,13,13,9,7,0,10,1,perdido,0,victimas
407,135,10.0,mejorada,1,4,210328586387355560,0,4,13,13,9,8,1,10,1,perdido,0,victimas
532,177,10.0,mejorada,1,3,9153049027570592946,4,4,17,15,13,6,2,10,1,perdido,0,victimas
531,177,10.0,mejorada,1,2,9153049027570592946,1,3,25,17,17,7,2,10,1,perdido,0,colapso
587,195,10.0,mejorada,1,4,1653458300556355730,2,2,26,8,15,8,3,10,1,perdido,0,colapso
410,136,10.0,mejorada,1,4,8841148243080661991,5,3,25,23,20,7,1,10,1,perdido,0,colapso
752,250,10.0,mejorada,1,4,6013002391292390018,2,4,18,9,12,7,2,10,1,perdido,0,victimas
265,88,10.0,mejorada,1,3,1487469617072345797,7,2,19,11,13,8,2,10,1,ganado,1,victoria
481,160,10.0,mejorada,1,3,993734828153898530,5,2,24,14,18,8,3,10,1,perdido,0,colapso
352,117,10.0,mejorada,1,3,6635874509470750345,0,4,16,8,15,8,3,10,1,perdido,0,victimas
356,118,10.0,mejorada,1,4,3985354860381270788,3,4,24,21,17,6,0,10,1,perdido,0,victimas
184,61,10.0,mejorada,1,3,4345095574408942379,7,1,15,7,10,7,3,10,1,ganado,1,victoria
183,61,10.0,mejorada,1,2,4345095574408942379,1,2,26,13,18,6,0,10,1,perdido,0,colapso
565,188,11.0,mejorada,1,3,6887918418730252866,7,2,11,14,10,7,3,11,1,ganado,1,victoria
3,1,11.0,mejorada,1,2,4047939128787533792,4,1,24,10,15,5,0,11,1,perdido,0,colapso
9,3,11.0,mejorada,1,2,6432084778622665797,2,4,12,12,10,8,2,11,1,perdido,0,victimas
353,117,11.0,mejorada,1,4,6635874509470750345,5,2,24,13,17,7,0,11,1,perdido,0,colapso
695,231,11.0,mejorada,1,4,3865647293027420680,4,4,24,19,17,8,1,11,1,perdido,0,victimas
63,21,11.0,mejorada,1,2,3269924900787895439,7,1,9,8,7,7,1,11,1,ganado,1,victoria
511,170,11.0,mejorada,1,3,2683243453323814181,3,1,24,15,16,7,2,11,1,perdido,0,colapso
110,36,11.0,mejorada,1,4,1198314379297268474,1,3,25,8,18,8,0,11,1,perdido,0,colapso
109,36,11.0,mejorada,1,3,1198314379297268474,2,4,18,6,12,8,1,11,1,perdido,0,victimas
838,279,11.0,mejorada,1,3,7850303646514649234,0,2,26,8,17,7,3,11,1,perdido,0,colapso
480,160,11.0,mejorada,1,2,993734828153898530,1,4,16,24,13,8,1,11,1,perdido,0,victimas
59,19,11.0,mejorada,1,4,5826075755539127445,0,4,23,11,19,7,0,11,1,perdido,0,victimas
270,90,11.0,mejorada,1,2,1404831189039190376,1,4,8,12,7,8,2,11,1,perdido,0,victimas
602,200,11.0,mejorada,1,4,7170294046349287546,4,4,21,9,15,7,4,11,1,perdido,0,victimas
808,269,11.0,mejorada,1,3,195056022512469942,3,5,20,16,16,7,3,11,1,perdido,0,victimas
807,269,11.0,mejorada,1,2,195056022512469942,3,4,12,2,11,7,2,11,1,perdido,0,victimas
751,250,11.0,mejorada,1,3,6013002391292390018,2,3,26,10,23,7,1,11,1,perdido,0,colapso
66,22,11.0,mejorada,1,2,8953109014434126403,7,0,4,0,4,8,2,11,1,ganado,1,victoria
113,37,11.0,mejorada,1,4,4387603514346341532,2,1,26,10,18,7,1,11,1,perdido,0,colapso
618,206,11.0,mejorada,1,2,1215845357368378696,4,5,13,10,11,7,2,11,1,perdido,0,victimas
754,251,11.0,mejorada,1,3,8001188835137877718,3,1,26,10,17,8,3,11,1,perdido,0,colapso
478,159,11.0,mejorada,1,3,7089521783151875089,2,4,12,9,9,7,1,11,1,perdido,0,victimas
617,205,11.0,mejorada,1,4,2118203005186523722,1,2,25,20,18,6,1,11,1,perdido,0,colapso
55,18,11.0,mejorada,1,3,7633550208585727286,7,2,12,12,8,7,1,11,1,ganado,1,victoria
403,134,11.0,mejorada,1,3,5450233420273996561,1,2,26,9,18,7,1,11,1,perdido,0,colapso
739,246,11.0,mejorada,1,3,5562681690224976758,3,0,25,10,17,7,2,11,1,perdido,0,colapso
146,48,11.0,mejorada,1,4,6294909946641896535,2,1,25,15,20,8,2,11,1,perdido,0,colapso
149,49,11.0,mejorada,1,4,1288989149403113816,4,4,21,11,17,7,0,11,1,perdido,0,victimas
861,287,11.0,mejorada,1,2,3445982197241601284,5,4,20,14,14,8,0,11,1,perdido,0,victimas
759,253,11.0,mejorada,1,2,2285916494551865702,3,2,25,13,20,7,0,11,1,perdido,0,colapso
248,82,11.0,mejorada,1,4,7508012853358472210,7,2,22,8,17,7,4,11,1,ganado,1,victoria
56,18,11.0,mejorada,1,4,7633550208585727286,7,1,19,10,13,7,3,11,1,ganado,1,victoria
241,80,11.0,mejorada,1,3,6127210931559624285,3,4,11,10,10,6,1,11,1,perdido,0,victimas
397,132,11.0,mejorada,1,3,5359343067615589510,5,1,26,13,21,7,1,11,1,perdido,0,colapso
736,245,11.0,mejorada,1,3,8003479201547280640,7,2,4,5,4,8,3,11,1,ganado,1,victoria
392,130,11.0,mejorada,1,4,1573442415687162831,3,2,24,12,18,7,0,11,1,perdido,0,colapso
232,77,11.0,mejorada,1,3,6105102272664416621,5,1,25,13,18,8,0,11,1,perdido,0,colapso
839,279,11.0,mejorada,1,4,7850303646514649234,2,4,22,11,16,8,0,11,1,perdido,0,victimas
293,97,11.0,mejorada,1,4,808427814852703457,1,1,26,7,17,7,3,11,1,perdido,0,colapso
673,224,11.0,mejorada,1,3,2642000119086505860,3,4,18,15,13,8,0,11,1,perdido,0,victimas
51,17,11.0,mejorada,1,2,588610295420051415,3,1,26,15,20,8,1,11,1,perdido,0,colapso
388,129,11.0,mejorada,1,3,5420064514633398218,4,4,21,15,17,7,3,11,1,perdido,0,victimas
509,169,11.0,mejorada,1,4,8788945634422117436,3,4,22,10,18,7,0,11,1,perdido,0,victimas
649,216,11.0,mejorada,1,3,1208794400926784263,8,1,14,12,12,8,1,11,1,ganado,1,victoria
231,77,11.0,mejorada,1,2,6105102272664416621,7,0,4,5,4,8,2,11,1,ganado,1,victoria
229,76,11.0,mejorada,1,3,2707924455580344322,5,4,21,18,17,8,0,11,1,perdido,0,victimas
431,143,11.0,mejorada,1,4,5273260530970936524,3,4,19,12,14,7,2,11,1,perdido,0,victimas
430,143,11.0,mejorada,1,3,5273260530970936524,4,3,24,17,17,7,0,11,1,perdido,0,colapso
646,215,11.0,mejorada,1,3,6815924397397588665,2,3,24,10,17,6,0,11,1,perdido,0,colapso
221,73,11.0,mejorada,1,4,2157710912246567342,2,3,25,26,18,7,0,11,1,perdido,0,colapso
728,242,11.0,mejorada,1,4,2145732114086352626,2,3,27,12,18,6,0,11,1,perdido,0,colapso
832,277,11.0,mejorada,1,3,4653433186410401850,3,3,24,8,17,7,2,11,1,perdido,0,colapso
220,73,11.0,mejorada,1,3,2157710912246567342,7,0,10,4,8,8,3,11,1,ganado,1,victoria
676,225,11.0,mejorada,1,3,8529852206364137934,1,2,25,11,17,7,0,11,1,perdido,0,colapso
383,127,11.0,mejorada,1,4,1333000362236215915,0,1,24,11,17,6,0,11,1,perdido,0,colapso
471,157,11.0,mejorada,1,2,6082100289286389018,3,4,10,8,10,7,2,11,1,perdido,0,victimas
623,207,11.0,mejorada,1,4,6250298060732927806,2,3,24,12,16,8,0,11,1,perdido,0,colapso
306,102,11.0,mejorada,1,2,2452217567965390843,2,4,0,13,0,6,2,11,1,perdido,0,victimas
304,101,11.0,mejorada,1,3,6453659211977871293,4,2,25,12,15,7,1,11,1,perdido,0,colapso
613,204,11.0,mejorada,1,3,128539566345389180,6,2,24,13,16,7,2,11,1,perdido,0,colapso
433,144,11.0,mejorada,1,3,4367168901455824375,3,3,24,12,20,7,1,11,1,perdido,0,colapso
519,173,11.0,mejorada,1,2,8633478089267323312,5,4,11,13,8,6,2,11,1,perdido,0,victimas
212,70,11.0,mejorada,1,4,1979194270821277478,7,1,20,8,14,8,4,11,1,ganado,1,victoria
141,47,11.0,mejorada,1,2,2659357371229571338,4,4,15,9,11,7,1,11,1,perdido,0,victimas
800,266,11.0,mejorada,1,4,2626079245766705074,0,4,21,12,15,6,3,11,1,perdido,0,victimas
719,239,11.0,mejorada,1,4,1006675687759647796,2,3,25,16,18,7,0,11,1,perdido,0,colapso
85,28,11.0,mejorada,1,3,1423069386716347727,7,1,2,5,2,8,3,11,1,ganado,1,victoria
211,70,11.0,mejorada,1,3,1979194270821277478,3,4,23,13,20,8,3,11,1,perdido,0,victimas
777,259,11.0,mejorada,1,2,5482682832056391811,2,4,13,10,10,7,2,11,1,perdido,0,victimas
829,276,11.0,mejorada,1,3,2932950191596309256,5,5,20,18,15,8,2,11,1,perdido,0,victimas
119,39,11.0,mejorada,1,4,6177943668448659538,2,1,24,15,15,7,1,11,1,perdido,0,colapso
316,105,11.0,mejorada,1,3,6612144924184611097,7,1,8,6,8,8,3,11,1,ganado,1,victoria
208,69,11.0,mejorada,1,3,4028006955853994645,1,3,25,10,17,7,0,11,1,perdido,0,colapso
550,183,11.0,mejorada,1,3,2913931182286180210,6,1,26,15,18,7,0,11,1,perdido,0,colapso
376,125,11.0,mejorada,1,3,4556261108682878519,3,0,24,10,16,7,2,11,1,perdido,0,colapso
205,68,11.0,mejorada,1,3,284244353590349238,1,3,24,19,16,7,1,11,1,perdido,0,colapso
322,107,11.0,mejorada,1,3,2510985208792310179,4,2,25,14,18,7,0,11,1,perdido,0,colapso
556,185,11.0,mejorada,1,3,6102747992571537333,7,3,12,18,9,8,1,11,1,ganado,1,victoria
555,185,11.0,mejorada,1,2,6102747992571537333,3,4,9,11,7,8,2,11,1,perdido,0,victimas
374,124,11.0,mejorada,1,4,383823007534592520,1,1,26,10,19,7,1,11,1,perdido,0,colapso
88,29,11.0,mejorada,1,3,6300014615139381524,3,1,26,7,19,8,1,11,1,perdido,0,colapso
87,29,11.0,mejorada,1,2,6300014615139381524,2,2,25,16,22,8,1,11,1,perdido,0,colapso
849,283,11.0,mejorada,1,2,2300194393269822563,4,4,3,7,3,7,2,11,1,perdido,0,victimas
327,109,11.0,mejorada,1,2,8325037704680575679,3,5,2,8,2,6,2,11,1,perdido,0,victimas
493,164,11.0,mejorada,1,3,5117610750765228231,5,2,26,14,18,8,2,11,1,perdido,0,colapso
784,261,11.0,mejorada,1,3,7606184634050499706,0,4,22,16,14,6,0,11,1,perdido,0,victimas
442,147,11.0,mejorada,1,3,4802355277317977330,7,3,22,15,16,8,3,11,1,ganado,1,victoria
203,67,11.0,mejorada,1,4,2803444835069964884,1,2,24,9,16,7,3,11,1,perdido,0,colapso
371,123,11.0,mejorada,1,4,3835146365897628933,1,4,21,17,14,6,0,11,1,perdido,0,victimas
887,295,11.0,mejorada,1,4,8325505766681033056,2,2,26,13,18,7,0,11,1,perdido,0,colapso
627,209,11.0,mejorada,1,2,4670069332732337558,2,1,24,13,15,8,0,11,1,perdido,0,colapso
26,8,11.0,mejorada,1,4,1181639697159514249,4,4,23,17,17,7,2,11,1,perdido,0,victimas
332,110,11.0,mejorada,1,4,4203794286712746030,0,2,24,12,17,8,0,11,1,perdido,0,colapso
708,236,11.0,mejorada,1,2,4310834394325476573,7,1,2,2,2,7,2,11,1,ganado,1,victoria
194,64,11.0,mejorada,1,4,5854243203972891490,5,3,24,8,15,8,2,11,1,perdido,0,colapso
786,262,11.0,mejorada,1,2,2862332153537753568,3,4,24,12,17,8,1,11,1,perdido,0,victimas
605,201,11.0,mejorada,1,4,8963516682807242371,1,3,26,23,20,7,0,11,1,perdido,0,colapso
134,44,11.0,mejorada,1,4,7676241779586807193,5,3,24,22,14,7,4,11,1,perdido,0,colapso
333,111,11.0,mejorada,1,2,1866472600136169721,4,3,25,7,17,7,2,11,1,perdido,0,colapso
95,31,11.0,mejorada,1,4,8923702211518539140,2,4,3,7,3,7,4,11,1,perdido,0,victimas
446,148,11.0,mejorada,1,4,4048243689632662950,1,4,22,15,20,8,1,11,1,perdido,0,victimas
90,30,11.0,mejorada,1,2,6869218442907837545,3,4,13,9,9,6,1,11,1,perdido,0,victimas
706,235,11.0,mejorada,1,3,7418919976603579272,3,4,17,7,15,7,1,11,1,perdido,0,victimas
367,122,11.0,mejorada,1,3,778861390272838078,5,4,21,11,14,7,2,11,1,perdido,0,victimas
704,234,11.0,mejorada,1,4,8605620291843545556,5,3,24,13,18,8,0,11,1,perdido,0,colapso
172,57,11.0,mejorada,1,3,5245711642959262883,6,1,24,8,17,8,2,11,1,perdido,0,colapso
703,234,11.0,mejorada,1,3,8605620291843545556,6,1,24,8,17,8,2,11,1,perdido,0,colapso
186,62,11.0,mejorada,1,2,5213382898739266301,2,2,24,17,16,7,1,11,1,perdido,0,colapso
449,149,11.0,mejorada,1,4,199336253226511759,3,3,26,10,18,7,0,11,1,perdido,0,colapso
634,211,11.0,mejorada,1,3,5359854683639935958,7,1,8,5,7,8,3,11,1,ganado,1,victoria
502,167,11.0,mejorada,1,3,7454804026184590417,2,4,19,17,16,8,1,11,1,perdido,0,victimas
