RunId,iteration,Step,estrategia,avances,rescatistas,ruta,rng,Grid,Rescatados,Perdidas,Danio,Fuegos,Pasos,Avances,Estado,gano
318,17,15.0,mejorada,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,588610295420051415,"[[0. 0. 2. 2. 0. 0.]
 [0. 0. 2. 2. 2. 0.]
 [5. 2. 2. 0. 2. 0.]
 [2. 2. 1. 1. 0. 0.]
 [2. 2. 5. 5. 0. 0.]
 [3. 0. 5. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0.]
 [0. 5. 0. 3. 1. 0.]]",7,1,15,12,15,4,ganado,1
319,17,14.0,mejorada,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,588610295420051415,"[[0. 1. 0. 0. 5. 1.]
 [0. 1. 0. 0. 0. 1.]
 [2. 5. 0. 5. 0. 0.]
 [2. 0. 2. 0. 0. 0.]
 [0. 2. 2. 5. 0. 0.]
 [2. 0. 1. 2. 0. 1.]
 [0. 5. 0. 2. 0. 0.]
 [5. 0. 1. 2. 0. 0.]]",7,3,23,9,14,4,ganado,1
320,17,9.0,mejorada,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,588610295420051415,"[[0. 0. 0. 2. 2. 2.]
 [2. 0. 5. 0. 2. 2.]
 [5. 0. 1. 0. 2. 5.]
 [2. 0. 0. 2. 2. 2.]
 [2. 2. 2. 0. 2. 2.]
 [3. 0. 0. 0. 2. 0.]
 [0. 5. 0. 1. 2. 3.]
 [5. 0. 0. 3. 2. 2.]]",0,0,25,21,9,4,perdido,0
321,17,12.0,mejorada,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,588610295420051415,"[[0. 0. 0. 5. 5. 0.]
 [0. 0. 0. 5. 3. 2.]
 [1. 0. 0. 5. 5. 2.]
 [0. 0. 1. 1. 0. 0.]
 [2. 0. 0. 1. 2. 0.]
 [3. 0. 0. 0. 2. 2.]
 [0. 0. 5. 2. 2. 2.]
 [0. 0. 1. 3. 2. 2.]]",3,3,25,11,12,6,perdido,0
322,17,5.0,mejorada,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,588610295420051415,"[[5. 0. 0. 2. 2. 2.]
 [0. 0. 2. 2. 2. 2.]
 [5. 0. 0. 2. 0. 5.]
 [2. 2. 2. 2. 2. 0.]
 [0. 2. 2. 0. 2. 2.]
 [0. 3. 0. 0. 0. 0.]
 [0. 5. 0. 1. 1. 3.]
 [0. 5. 1. 3. 0. 1.]]",0,0,26,18,5,6,perdido,0
323,17,7.0,mejorada,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,588610295420051415,"[[2. 0. 2. 2. 2. 2.]
 [0. 0. 2. 2. 2. 2.]
 [5. 0. 2. 2. 2. 5.]
 [0. 2. 0. 2. 2. 2.]
 [0. 0. 2. 2. 2. 2.]
 [1. 3. 1. 2. 2. 2.]
 [0. 5. 1. 0. 2. 2.]
 [5. 3. 1. 3. 2. 2.]]",0,2,24,28,7,6,perdido,0
324,18,9.0,aleatoria,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[0. 2. 5. 0. 0. 0.]
 [2. 2. 0. 2. 2. 2.]
 [5. 5. 2. 2. 2. 2.]
 [0. 0. 5. 2. 2. 2.]
 [0. 0. 5. 2. 2. 2.]
 [1. 0. 2. 2. 1. 0.]
 [0. 0. 2. 1. 0. 3.]
 [0. 0. 0. 3. 0. 0.]]",0,0,25,20,9,2,perdido,0
325,18,11.0,aleatoria,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[3. 0. 0. 0. 1. 0.]
 [1. 0. 5. 5. 0. 0.]
 [0. 0. 0. 2. 2. 5.]
 [0. 0. 2. 0. 0. 2.]
 [2. 2. 2. 2. 2. 2.]
 [0. 2. 0. 0. 4. 0.]
 [3. 0. 0. 0. 0. 0.]
 [0. 0. 5. 0. 0. 0.]]",0,0,24,11,11,2,perdido,0
326,18,15.0,aleatoria,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[0. 5. 2. 0. 0. 5.]
 [0. 2. 2. 3. 0. 2.]
 [5. 2. 2. 2. 2. 5.]
 [2. 2. 2. 2. 2. 2.]
 [0. 2. 2. 3. 0. 0.]
 [0. 5. 0. 2. 2. 0.]
 [0. 0. 0. 2. 0. 3.]
 [1. 0. 5. 2. 0. 1.]]",1,4,25,22,15,2,perdido,0
327,18,7.0,aleatoria,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[2. 2. 0. 0. 0. 0.]
 [2. 2. 2. 0. 1. 0.]
 [5. 2. 0. 0. 1. 0.]
 [2. 2. 0. 0. 2. 2.]
 [3. 2. 5. 5. 5. 2.]
 [1. 1. 0. 1. 2. 2.]
 [5. 0. 1. 0. 0. 2.]
 [0. 0. 0. 2. 0. 3.]]",0,2,28,16,7,4,perdido,0
328,18,9.0,aleatoria,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[0. 0. 2. 2. 5. 2.]
 [0. 5. 0. 2. 2. 2.]
 [0. 0. 3. 2. 2. 5.]
 [1. 0. 0. 0. 2. 2.]
 [1. 1. 5. 0. 3. 2.]
 [0. 1. 0. 1. 0. 2.]
 [0. 1. 0. 0. 2. 2.]
 [5. 1. 0. 5. 2. 2.]]",0,1,27,18,9,4,perdido,0
329,18,6.0,aleatoria,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[2. 2. 0. 0. 0. 0.]
 [2. 2. 5. 0. 5. 2.]
 [5. 2. 2. 2. 2. 2.]
 [2. 0. 2. 2. 2. 2.]
 [2. 0. 5. 2. 2. 2.]
 [0. 2. 2. 2. 0. 2.]
 [2. 2. 2. 0. 0. 3.]
 [5. 2. 2. 3. 0. 0.]]",0,2,32,28,6,4,perdido,0
330,18,5.0,aleatoria,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[0. 0. 2. 2. 5. 2.]
 [2. 2. 2. 2. 2. 2.]
 [0. 5. 2. 2. 2. 5.]
 [2. 2. 0. 2. 2. 2.]
 [2. 2. 0. 0. 2. 2.]
 [0. 3. 5. 0. 2. 0.]
 [2. 0. 0. 2. 0. 3.]
 [0. 0. 5. 3. 2. 0.]]",0,1,24,27,5,6,perdido,0
331,18,5.0,aleatoria,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[2. 2. 5. 2. 2. 2.]
 [5. 2. 2. 2. 2. 3.]
 [5. 5. 2. 3. 0. 2.]
 [0. 1. 0. 1. 2. 2.]
 [0. 0. 0. 0. 0. 2.]
 [1. 2. 3. 2. 0. 2.]
 [5. 2. 2. 2. 2. 2.]
 [0. 5. 0. 2. 2. 0.]]",0,2,24,24,5,6,perdido,0
332,18,7.0,aleatoria,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[0. 2. 2. 5. 0. 2.]
 [0. 5. 2. 2. 2. 0.]
 [2. 2. 2. 2. 2. 5.]
 [2. 5. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 5. 2. 3. 2.]
 [2. 2. 2. 1. 2. 3.]
 [5. 2. 0. 3. 2. 2.]]",0,0,31,35,7,6,perdido,0
333,18,41.0,mejorada,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[2. 2. 0. 1. 0. 0.]
 [2. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 5. 0.]
 [1. 0. 5. 0. 0. 0.]
 [0. 0. 0. 5. 0. 1.]
 [3. 0. 5. 0. 3. 0.]
 [0. 0. 5. 5. 0. 3.]
 [1. 1. 0. 1. 0. 1.]]",1,4,13,3,41,2,perdido,0
334,18,22.0,mejorada,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[0. 0. 0. 0. 0. 0.]
 [0. 5. 0. 3. 0. 3.]
 [0. 0. 0. 1. 0. 0.]
 [1. 0. 1. 0. 1. 0.]
 [0. 1. 1. 0. 5. 5.]
 [0. 0. 1. 1. 2. 3.]
 [0. 5. 0. 2. 2. 2.]
 [5. 0. 1. 2. 2. 2.]]",0,4,16,7,22,2,perdido,0
335,18,19.0,mejorada,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[0. 0. 0. 0. 0. 0.]
 [0. 5. 0. 1. 0. 1.]
 [5. 0. 0. 0. 0. 5.]
 [0. 0. 0. 0. 5. 2.]
 [0. 0. 0. 0. 2. 2.]
 [0. 0. 0. 0. 3. 3.]
 [0. 5. 0. 1. 2. 2.]
 [5. 0. 0. 3. 0. 0.]]",7,1,11,5,19,2,ganado,1
336,18,22.0,mejorada,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[5. 0. 1. 1. 0. 0.]
 [0. 5. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 5.]
 [0. 0. 0. 0. 2. 0.]
 [5. 0. 0. 0. 2. 0.]
 [2. 0. 0. 2. 2. 0.]
 [0. 5. 0. 3. 2. 2.]
 [5. 0. 0. 3. 2. 2.]]",7,2,17,9,22,4,ganado,1
337,18,18.0,mejorada,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[0. 1. 0. 2. 0. 2.]
 [0. 0. 0. 0. 0. 0.]
 [0. 5. 0. 0. 0. 5.]
 [1. 0. 0. 0. 1. 0.]
 [3. 0. 5. 2. 0. 0.]
 [3. 0. 0. 2. 2. 2.]
 [0. 5. 5. 2. 2. 2.]
 [0. 5. 0. 2. 2. 2.]]",5,3,25,12,18,4,perdido,0
338,18,10.0,mejorada,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[2. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [2. 2. 2. 3. 2. 5.]
 [0. 2. 0. 2. 2. 2.]
 [0. 0. 2. 2. 5. 2.]
 [1. 2. 0. 2. 0. 2.]
 [5. 0. 1. 1. 2. 2.]
 [0. 5. 0. 3. 3. 0.]]",1,1,28,28,10,4,perdido,0
339,18,21.0,mejorada,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[2. 2. 2. 2. 5. 2.]
 [2. 2. 2. 2. 2. 2.]
 [5. 0. 2. 2. 0. 5.]
 [0. 0. 0. 2. 0. 0.]
 [0. 0. 2. 0. 5. 1.]
 [3. 0. 0. 0. 2. 2.]
 [2. 0. 5. 0. 2. 0.]
 [5. 0. 0. 0. 0. 0.]]",6,3,30,21,21,6,perdido,0
340,18,7.0,mejorada,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[0. 0. 1. 0. 0. 1.]
 [3. 1. 0. 0. 0. 3.]
 [1. 5. 0. 1. 0. 5.]
 [0. 1. 0. 1. 5. 0.]
 [0. 1. 1. 0. 2. 2.]
 [1. 2. 0. 1. 2. 2.]
 [0. 0. 5. 2. 2. 2.]
 [5. 0. 0. 2. 2. 2.]]",3,3,25,11,7,6,perdido,0
341,18,5.0,mejorada,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7633550208585727286,"[[2. 2. 2. 2. 2. 2.]
 [5. 0. 2. 2. 2. 2.]
 [0. 2. 0. 2. 2. 5.]
 [0. 0. 0. 3. 2. 2.]
 [0. 0. 0. 1. 0. 5.]
 [3. 0. 0. 0. 2. 2.]
 [5. 0. 0. 2. 2. 2.]
 [0. 5. 1. 2. 2. 3.]]",1,7,27,23,5,6,perdido,0
342,19,9.0,aleatoria,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[0. 2. 3. 0. 2. 2.]
 [2. 2. 0. 0. 5. 2.]
 [0. 2. 0. 1. 0. 0.]
 [0. 0. 0. 0. 5. 0.]
 [0. 0. 0. 5. 0. 0.]
 [3. 2. 0. 0. 5. 0.]
 [2. 2. 2. 5. 0. 2.]
 [2. 2. 5. 4. 0. 0.]]",0,1,24,14,9,2,perdido,0
343,19,15.0,aleatoria,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[0. 0. 0. 0. 2. 2.]
 [0. 5. 0. 1. 0. 2.]
 [0. 3. 0. 0. 3. 2.]
 [5. 0. 0. 0. 2. 2.]
 [2. 2. 0. 1. 2. 3.]
 [5. 0. 0. 0. 0. 2.]
 [0. 0. 0. 0. 2. 2.]
 [0. 0. 5. 5. 0. 0.]]",0,2,29,12,15,2,perdido,0
344,19,12.0,aleatoria,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[0. 0. 0. 0. 1. 0.]
 [0. 5. 0. 0. 0. 3.]
 [5. 3. 4. 5. 0. 5.]
 [2. 2. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 0.]
 [1. 2. 0. 0. 0. 2.]
 [2. 2. 2. 0. 0. 2.]
 [0. 5. 0. 0. 2. 2.]]",1,1,27,12,12,2,perdido,0
345,19,9.0,aleatoria,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[2. 2. 0. 0. 5. 2.]
 [5. 2. 0. 0. 2. 2.]
 [5. 2. 2. 2. 5. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 1. 0.]
 [5. 2. 2. 0. 0. 3.]
 [0. 0. 0. 3. 2. 0.]]",0,0,27,29,9,4,perdido,0
346,19,9.0,aleatoria,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[2. 2. 2. 2. 2. 0.]
 [5. 2. 2. 2. 0. 0.]
 [5. 2. 2. 2. 2. 5.]
 [2. 2. 2. 2. 2. 3.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 1. 0. 2. 0.]
 [5. 2. 5. 0. 2. 2.]
 [1. 0. 0. 3. 3. 0.]]",0,2,24,31,9,4,perdido,0
347,19,7.0,aleatoria,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[0. 0. 0. 0. 0. 5.]
 [5. 0. 2. 0. 4. 0.]
 [5. 2. 3. 2. 2. 2.]
 [2. 2. 0. 2. 2. 2.]
 [2. 2. 0. 2. 2. 2.]
 [0. 2. 0. 2. 0. 1.]
 [2. 2. 0. 0. 0. 3.]
 [5. 2. 5. 1. 0. 0.]]",0,1,24,21,7,4,perdido,0
348,19,4.0,aleatoria,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[2. 2. 2. 2. 5. 2.]
 [2. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 5.]
 [0. 0. 0. 2. 0. 2.]
 [3. 0. 5. 2. 0. 0.]
 [2. 2. 0. 0. 0. 0.]
 [2. 2. 0. 0. 2. 3.]
 [5. 2. 5. 3. 0. 0.]]",0,1,26,28,4,6,perdido,0
349,19,5.0,aleatoria,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[2. 2. 2. 0. 0. 5.]
 [2. 3. 2. 0. 0. 0.]
 [5. 2. 0. 1. 0. 2.]
 [2. 2. 2. 0. 2. 2.]
 [2. 2. 2. 0. 2. 2.]
 [0. 2. 2. 1. 0. 2.]
 [0. 2. 2. 1. 0. 3.]
 [5. 5. 0. 3. 2. 0.]]",0,1,28,23,5,6,perdido,0
350,19,4.0,aleatoria,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[0. 0. 2. 2. 5. 2.]
 [0. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 5.]
 [5. 2. 0. 2. 2. 2.]
 [0. 0. 5. 0. 2. 2.]
 [1. 2. 2. 0. 2. 3.]
 [5. 5. 2. 0. 0. 3.]
 [0. 0. 2. 3. 0. 0.]]",0,0,31,26,4,6,perdido,0
351,19,47.0,mejorada,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 5. 0. 5. 5.]
 [0. 0. 0. 0. 2. 2.]
 [0. 0. 1. 0. 2. 2.]
 [2. 2. 0. 0. 2. 2.]
 [0. 0. 5. 0. 2. 2.]
 [5. 0. 0. 0. 2. 2.]]",6,4,18,13,47,2,perdido,0
352,19,56.0,mejorada,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[0. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0.]
 [5. 0. 0. 0. 1. 0.]
 [5. 5. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]
 [1. 0. 1. 0. 0. 0.]
 [0. 5. 0. 2. 0. 0.]
 [5. 0. 0. 2. 0. 0.]]",6,4,23,3,56,2,perdido,0
353,19,12.0,mejorada,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[0. 0. 0. 0. 2. 2.]
 [0. 0. 0. 0. 3. 2.]
 [5. 0. 0. 0. 0. 0.]
 [5. 2. 2. 0. 2. 2.]
 [5. 2. 5. 0. 2. 2.]
 [1. 2. 1. 0. 2. 2.]
 [0. 5. 0. 0. 0. 2.]
 [5. 0. 0. 3. 0. 0.]]",7,1,10,14,12,2,ganado,1
354,19,22.0,mejorada,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[2. 2. 0. 0. 0. 1.]
 [2. 2. 0. 0. 0. 0.]
 [5. 2. 5. 0. 0. 0.]
 [2. 2. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1.]
 [0. 1. 0. 0. 5. 1.]
 [5. 0. 0. 2. 0. 0.]]",7,3,21,9,22,4,ganado,1
355,19,12.0,mejorada,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[0. 1. 0. 1. 0. 0.]
 [0. 1. 0. 0. 2. 2.]
 [1. 0. 0. 0. 0. 5.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 5. 5. 0. 0.]
 [1. 0. 0. 0. 2. 2.]
 [0. 0. 5. 0. 2. 2.]
 [5. 0. 0. 2. 2. 2.]]",6,3,25,9,12,4,perdido,0
356,19,8.0,mejorada,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[1. 0. 0. 0. 5. 2.]
 [1. 0. 5. 3. 2. 2.]
 [0. 1. 0. 0. 2. 5.]
 [0. 0. 5. 2. 2. 2.]
 [0. 2. 0. 2. 2. 2.]
 [1. 3. 0. 2. 0. 2.]
 [0. 0. 5. 2. 0. 2.]
 [5. 0. 0. 2. 0. 2.]]",1,4,22,19,8,4,perdido,0
357,19,7.0,mejorada,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[0. 1. 0. 0. 5. 0.]
 [5. 0. 1. 0. 0. 5.]
 [0. 0. 0. 0. 0. 5.]
 [2. 2. 0. 1. 0. 0.]
 [2. 0. 0. 0. 3. 0.]
 [0. 2. 0. 0. 2. 3.]
 [0. 0. 5. 0. 2. 2.]
 [5. 0. 0. 2. 2. 2.]]",5,4,13,10,7,6,perdido,0
358,19,7.0,mejorada,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[2. 2. 2. 2. 5. 2.]
 [5. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 0. 0.]
 [2. 5. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [0. 2. 2. 2. 1. 1.]
 [5. 0. 0. 0. 3. 3.]
 [5. 1. 1. 3. 2. 2.]]",0,0,25,31,7,6,perdido,0
359,19,5.0,mejorada,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,5826075755539127445,"[[2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [0. 2. 2. 2. 2. 2.]
 [2. 5. 2. 0. 2. 0.]
 [1. 0. 0. 2. 1. 3.]
 [1. 1. 0. 0. 0. 3.]
 [5. 0. 1. 3. 1. 0.]]",0,3,27,27,5,6,perdido,0
360,20,8.0,aleatoria,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[2. 2. 0. 0. 0. 2.]
 [5. 2. 0. 5. 2. 2.]
 [5. 0. 0. 2. 2. 5.]
 [2. 0. 0. 2. 2. 2.]
 [2. 3. 0. 0. 2. 2.]
 [0. 0. 0. 0. 0. 2.]
 [0. 5. 5. 0. 0. 2.]
 [0. 0. 0. 3. 3. 2.]]",0,1,29,19,8,2,perdido,0
361,20,16.0,aleatoria,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[0. 5. 0. 0. 0. 5.]
 [2. 0. 0. 0. 1. 1.]
 [5. 2. 0. 0. 0. 0.]
 [2. 5. 2. 2. 2. 2.]
 [3. 0. 0. 2. 2. 2.]
 [0. 2. 2. 2. 0. 1.]
 [0. 2. 2. 0. 0. 3.]
 [5. 0. 5. 0. 0. 1.]]",0,0,24,16,16,2,perdido,0
362,20,10.0,aleatoria,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[0. 0. 0. 0. 0. 0.]
 [5. 5. 2. 4. 0. 0.]
 [5. 2. 2. 0. 1. 0.]
 [2. 0. 5. 0. 2. 2.]
 [2. 0. 0. 0. 0. 2.]
 [0. 1. 0. 5. 2. 2.]
 [5. 0. 1. 0. 2. 3.]
 [0. 0. 0. 3. 0. 1.]]",0,0,25,11,10,2,perdido,0
363,20,8.0,aleatoria,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[0. 5. 5. 2. 2. 0.]
 [0. 0. 2. 2. 2. 2.]
 [5. 2. 2. 2. 0. 2.]
 [0. 2. 2. 0. 0. 2.]
 [3. 2. 2. 2. 5. 2.]
 [0. 4. 5. 0. 2. 2.]
 [5. 0. 0. 1. 2. 2.]
 [0. 0. 0. 3. 2. 2.]]",0,2,24,24,8,4,perdido,0
364,20,7.0,aleatoria,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[0. 2. 2. 2. 5. 5.]
 [0. 0. 2. 2. 2. 0.]
 [0. 2. 0. 2. 2. 5.]
 [0. 0. 0. 2. 2. 5.]
 [1. 3. 2. 2. 2. 2.]
 [0. 2. 2. 2. 0. 1.]
 [0. 0. 5. 2. 0. 3.]
 [0. 0. 0. 2. 1. 3.]]",0,1,25,21,7,4,perdido,0
365,20,8.0,aleatoria,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[2. 2. 2. 2. 5. 3.]
 [2. 2. 2. 2. 2. 2.]
 [5. 5. 0. 2. 2. 5.]
 [2. 0. 2. 2. 2. 3.]
 [2. 2. 2. 2. 2. 2.]
 [0. 2. 0. 2. 0. 2.]
 [5. 0. 0. 2. 0. 2.]
 [0. 1. 5. 3. 0. 2.]]",0,2,28,29,8,4,perdido,0
366,20,4.0,aleatoria,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[2. 2. 0. 1. 5. 2.]
 [2. 2. 2. 5. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [5. 2. 2. 0. 2. 2.]
 [2. 3. 2. 0. 2. 2.]
 [2. 2. 0. 2. 1. 0.]
 [0. 5. 0. 0. 0. 3.]
 [1. 0. 5. 3. 2. 0.]]",0,0,27,26,4,6,perdido,0
367,20,5.0,aleatoria,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[2. 2. 2. 2. 5. 2.]
 [2. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [0. 2. 0. 0. 0. 2.]
 [0. 2. 0. 0. 2. 2.]
 [0. 3. 2. 1. 0. 0.]
 [0. 2. 2. 0. 0. 3.]
 [5. 5. 0. 3. 1. 1.]]",0,1,33,26,5,6,perdido,0
368,20,6.0,aleatoria,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[5. 2. 5. 0. 2. 2.]
 [2. 3. 0. 2. 2. 2.]
 [2. 2. 2. 2. 2. 5.]
 [2. 2. 0. 2. 2. 2.]
 [2. 2. 2. 2. 0. 2.]
 [1. 2. 2. 0. 2. 2.]
 [5. 0. 2. 2. 2. 2.]
 [0. 3. 2. 2. 0. 3.]]",1,5,31,33,6,6,perdido,0
369,20,21.0,mejorada,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[0. 0. 0. 0. 0. 0.]
 [1. 0. 5. 0. 0. 1.]
 [5. 5. 0. 0. 1. 0.]
 [0. 0. 0. 2. 0. 2.]
 [0. 0. 1. 2. 2. 2.]
 [2. 2. 0. 0. 0. 2.]
 [0. 5. 0. 2. 2. 2.]
 [5. 0. 1. 3. 2. 2.]]",7,2,7,13,21,2,ganado,1
370,20,21.0,mejorada,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[1. 1. 0. 0. 5. 0.]
 [3. 0. 0. 0. 0. 0.]
 [5. 0. 0. 0. 0. 0.]
 [0. 5. 3. 1. 0. 2.]
 [1. 0. 0. 0. 0. 0.]
 [0. 3. 0. 1. 2. 2.]
 [0. 5. 0. 2. 2. 2.]
 [5. 0. 0. 2. 2. 2.]]",1,6,11,9,21,2,perdido,0
