RunId,iteration,Step,estrategia,avances,rescatistas,ruta,rng,Grid,Rescatados,Perdidas,Danio,Fuegos,Pasos,Avances,Estado,gano
371,20,36.0,mejorada,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[0. 1. 0. 0. 0. 1.]
 [1. 1. 1. 0. 0. 1.]
 [5. 1. 0. 0. 0. 5.]
 [0. 1. 5. 0. 1. 0.]
 [0. 0. 0. 5. 0. 0.]
 [3. 0. 1. 1. 0. 0.]
 [0. 0. 0. 2. 1. 0.]
 [5. 5. 0. 3. 1. 0.]]",7,1,11,1,36,2,ganado,1
372,20,16.0,mejorada,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[1. 1. 0. 0. 1. 1.]
 [5. 5. 3. 0. 5. 0.]
 [0. 5. 0. 0. 0. 0.]
 [0. 0. 0. 3. 1. 0.]
 [3. 0. 1. 0. 0. 1.]
 [0. 0. 0. 1. 2. 0.]
 [0. 0. 0. 2. 0. 2.]
 [5. 5. 0. 2. 0. 2.]]",3,4,7,5,16,4,perdido,0
373,20,10.0,mejorada,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[0. 0. 2. 2. 2. 2.]
 [0. 0. 2. 0. 2. 0.]
 [5. 3. 0. 5. 0. 5.]
 [5. 0. 0. 0. 2. 2.]
 [0. 0. 0. 2. 2. 0.]
 [0. 2. 1. 2. 0. 3.]
 [0. 5. 0. 2. 2. 2.]
 [1. 0. 5. 2. 2. 2.]]",3,4,9,18,10,4,perdido,0
374,20,11.0,mejorada,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[5. 0. 5. 2. 2. 2.]
 [0. 0. 0. 0. 2. 2.]
 [0. 3. 0. 3. 2. 5.]
 [0. 0. 1. 2. 2. 2.]
 [0. 1. 0. 2. 2. 2.]
 [0. 0. 1. 2. 2. 2.]
 [0. 0. 0. 2. 2. 2.]
 [0. 5. 5. 2. 2. 2.]]",0,5,25,22,11,4,perdido,0
375,20,6.0,mejorada,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[0. 0. 1. 0. 0. 1.]
 [1. 3. 0. 0. 0. 5.]
 [1. 0. 0. 0. 0. 5.]
 [0. 1. 0. 0. 5. 0.]
 [1. 1. 1. 2. 0. 5.]
 [1. 2. 0. 0. 2. 2.]
 [0. 5. 5. 2. 0. 3.]
 [1. 0. 1. 2. 2. 2.]]",2,4,12,8,6,6,perdido,0
376,20,10.0,mejorada,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[0. 1. 0. 0. 1. 1.]
 [0. 0. 0. 1. 0. 0.]
 [0. 1. 0. 5. 0. 5.]
 [0. 0. 0. 1. 3. 2.]
 [0. 5. 5. 0. 2. 2.]
 [1. 1. 2. 2. 2. 2.]
 [0. 0. 0. 2. 2. 2.]
 [5. 5. 1. 3. 2. 2.]]",3,3,26,13,10,6,perdido,0
377,20,6.0,mejorada,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,6992125263385868793,"[[1. 3. 2. 2. 2. 2.]
 [0. 0. 2. 2. 2. 2.]
 [5. 3. 2. 2. 2. 2.]
 [5. 3. 1. 2. 2. 2.]
 [0. 0. 0. 2. 2. 2.]
 [2. 2. 5. 5. 0. 1.]
 [5. 1. 0. 2. 1. 5.]
 [1. 0. 0. 2. 0. 0.]]",0,2,24,22,6,6,perdido,0
378,21,9.0,aleatoria,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[2. 2. 0. 1. 0. 1.]
 [2. 2. 5. 0. 0. 0.]
 [2. 2. 2. 2. 2. 0.]
 [0. 5. 0. 2. 5. 0.]
 [0. 0. 0. 2. 2. 0.]
 [1. 4. 5. 5. 0. 1.]
 [0. 1. 5. 0. 2. 3.]
 [0. 0. 0. 0. 0. 0.]]",0,1,25,13,9,2,perdido,0
379,21,11.0,aleatoria,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[0. 5. 0. 0. 0. 0.]
 [0. 0. 0. 0. 5. 0.]
 [2. 5. 2. 2. 2. 2.]
 [2. 0. 2. 2. 2. 2.]
 [2. 2. 2. 0. 2. 3.]
 [2. 2. 2. 0. 3. 0.]
 [2. 2. 2. 0. 0. 5.]
 [2. 0. 5. 3. 1. 0.]]",0,0,30,21,11,2,perdido,0
380,21,8.0,aleatoria,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[2. 2. 0. 0. 1. 0.]
 [2. 2. 5. 5. 0. 5.]
 [2. 2. 2. 2. 2. 0.]
 [2. 2. 0. 2. 0. 2.]
 [2. 3. 0. 0. 2. 2.]
 [0. 5. 5. 0. 2. 0.]
 [5. 0. 1. 0. 2. 2.]
 [0. 0. 0. 4. 2. 2.]]",0,2,25,21,8,2,perdido,0
381,21,9.0,aleatoria,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[3. 2. 5. 0. 0. 1.]
 [2. 2. 2. 5. 0. 0.]
 [5. 2. 2. 2. 2. 2.]
 [0. 0. 5. 2. 2. 2.]
 [2. 2. 0. 2. 2. 2.]
 [0. 2. 3. 2. 1. 0.]
 [1. 0. 5. 0. 0. 3.]
 [0. 0. 0. 2. 1. 0.]]",0,1,31,21,9,4,perdido,0
382,21,6.0,aleatoria,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[2. 2. 0. 5. 0. 2.]
 [2. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [5. 2. 0. 2. 2. 2.]
 [5. 0. 2. 2. 2. 2.]
 [0. 2. 0. 0. 1. 0.]
 [2. 2. 0. 5. 0. 3.]
 [3. 0. 5. 0. 3. 0.]]",0,0,26,26,6,4,perdido,0
383,21,6.0,aleatoria,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[2. 2. 2. 0. 0. 5.]
 [2. 2. 2. 0. 5. 2.]
 [5. 2. 2. 0. 2. 2.]
 [2. 2. 2. 5. 0. 2.]
 [2. 2. 2. 2. 0. 2.]
 [0. 3. 0. 2. 1. 0.]
 [0. 5. 0. 0. 1. 3.]
 [0. 1. 1. 3. 0. 1.]]",0,0,25,22,6,4,perdido,0
384,21,5.0,aleatoria,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[2. 2. 2. 2. 2. 2.]
 [0. 2. 2. 2. 2. 0.]
 [5. 2. 0. 2. 2. 5.]
 [2. 5. 5. 2. 2. 2.]
 [2. 2. 2. 2. 0. 2.]
 [2. 2. 0. 2. 0. 1.]
 [5. 0. 0. 0. 0. 3.]
 [2. 0. 0. 3. 3. 0.]]",0,0,25,27,5,6,perdido,0
385,21,4.0,aleatoria,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[0. 2. 2. 2. 2. 2.]
 [2. 2. 0. 2. 2. 2.]
 [5. 2. 2. 2. 2. 5.]
 [0. 0. 0. 2. 2. 2.]
 [3. 2. 2. 2. 2. 2.]
 [0. 2. 5. 0. 2. 0.]
 [0. 0. 5. 0. 2. 3.]
 [0. 1. 0. 3. 0. 2.]]",0,0,29,28,4,6,perdido,0
386,21,4.0,aleatoria,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[5. 2. 0. 2. 5. 2.]
 [0. 2. 5. 2. 2. 0.]
 [5. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 0. 2.]
 [2. 2. 2. 2. 2. 2.]
 [0. 2. 5. 2. 0. 0.]
 [0. 0. 5. 2. 1. 3.]
 [0. 0. 4. 3. 1. 0.]]",0,1,27,27,4,6,perdido,0
387,21,17.0,mejorada,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 5. 5. 0. 5.]
 [0. 0. 0. 0. 0. 0.]
 [0. 1. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1.]
 [3. 0. 3. 0. 1. 0.]
 [0. 5. 0. 0. 0. 0.]
 [1. 0. 0. 2. 1. 0.]]",7,2,14,1,17,2,ganado,1
388,21,31.0,mejorada,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[0. 0. 1. 0. 0. 0.]
 [0. 5. 0. 1. 1. 0.]
 [5. 0. 0. 1. 1. 0.]
 [0. 0. 1. 0. 0. 0.]
 [5. 5. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 5. 2. 0. 0.]
 [5. 0. 0. 2. 0. 0.]]",6,4,15,2,31,2,perdido,0
389,21,38.0,mejorada,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[1. 0. 1. 1. 1. 1.]
 [0. 1. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 5.]
 [5. 5. 0. 0. 3. 2.]
 [0. 0. 5. 0. 2. 2.]
 [0. 1. 1. 0. 0. 1.]
 [0. 1. 0. 0. 0. 0.]
 [5. 0. 0. 0. 1. 0.]]",5,4,22,3,38,2,perdido,0
390,21,19.0,mejorada,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[2. 2. 5. 2. 0. 1.]
 [2. 0. 0. 0. 0. 0.]
 [5. 5. 0. 0. 0. 0.]
 [3. 0. 0. 5. 1. 0.]
 [0. 0. 0. 0. 1. 1.]
 [0. 2. 0. 0. 0. 0.]
 [2. 2. 5. 3. 1. 1.]
 [5. 0. 0. 3. 1. 0.]]",3,3,24,7,19,4,perdido,0
391,21,15.0,mejorada,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[2. 2. 0. 0. 0. 1.]
 [2. 2. 2. 0. 1. 0.]
 [5. 2. 2. 2. 0. 5.]
 [2. 2. 2. 0. 0. 0.]
 [2. 2. 2. 0. 0. 0.]
 [0. 3. 3. 0. 5. 0.]
 [0. 5. 5. 1. 0. 5.]
 [0. 0. 0. 3. 2. 0.]]",3,2,29,16,15,4,perdido,0
392,21,11.0,mejorada,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[3. 2. 2. 2. 2. 2.]
 [2. 0. 2. 2. 2. 2.]
 [5. 5. 2. 2. 2. 5.]
 [0. 0. 2. 2. 2. 2.]
 [0. 0. 2. 0. 2. 2.]
 [1. 2. 0. 0. 2. 0.]
 [1. 5. 0. 1. 2. 2.]
 [5. 0. 3. 3. 0. 5.]]",1,3,25,25,11,4,perdido,0
393,21,9.0,mejorada,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[0. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 5. 0. 0.]
 [0. 0. 0. 5. 2. 2.]
 [3. 1. 3. 5. 2. 2.]
 [0. 5. 1. 1. 2. 2.]
 [0. 5. 0. 2. 2. 2.]
 [1. 0. 3. 2. 2. 2.]]",3,4,20,12,9,6,perdido,0
394,21,11.0,mejorada,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[3. 0. 0. 2. 5. 0.]
 [0. 2. 2. 2. 2. 2.]
 [2. 2. 2. 5. 0. 0.]
 [2. 2. 0. 5. 0. 2.]
 [2. 2. 2. 0. 0. 0.]
 [0. 0. 0. 3. 0. 0.]
 [0. 0. 0. 3. 5. 0.]
 [5. 2. 2. 1. 2. 2.]]",2,4,14,20,11,6,perdido,0
395,21,7.0,mejorada,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,3269924900787895439,"[[2. 2. 2. 2. 2. 2.]
 [0. 0. 2. 2. 2. 2.]
 [5. 0. 2. 0. 2. 5.]
 [2. 0. 0. 0. 2. 2.]
 [2. 5. 2. 2. 2. 2.]
 [1. 3. 0. 2. 2. 3.]
 [0. 5. 0. 2. 0. 2.]
 [5. 0. 0. 2. 2. 2.]]",1,3,27,28,7,6,perdido,0
396,22,9.0,aleatoria,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[0. 2. 0. 0. 5. 1.]
 [0. 2. 0. 1. 0. 0.]
 [5. 3. 0. 1. 0. 1.]
 [2. 2. 5. 0. 2. 2.]
 [2. 2. 5. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]
 [0. 0. 0. 5. 0. 0.]]",0,1,24,9,9,2,perdido,0
397,22,8.0,aleatoria,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[0. 2. 0. 0. 5. 1.]
 [0. 5. 0. 3. 1. 0.]
 [0. 0. 5. 0. 5. 2.]
 [0. 2. 0. 0. 2. 2.]
 [2. 2. 0. 0. 0. 2.]
 [5. 2. 0. 1. 0. 0.]
 [5. 2. 2. 0. 0. 3.]
 [0. 2. 2. 3. 0. 0.]]",0,1,26,13,8,2,perdido,0
398,22,11.0,aleatoria,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[0. 0. 0. 2. 2. 2.]
 [0. 5. 2. 2. 3. 2.]
 [0. 5. 0. 0. 0. 5.]
 [0. 5. 0. 0. 2. 2.]
 [0. 0. 1. 0. 0. 2.]
 [0. 0. 0. 0. 0. 0.]
 [5. 0. 0. 0. 0. 5.]
 [0. 0. 0. 0. 0. 0.]]",0,1,24,10,11,2,perdido,0
399,22,7.0,aleatoria,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[5. 2. 1. 0. 0. 0.]
 [2. 3. 0. 0. 2. 5.]
 [5. 0. 2. 2. 2. 0.]
 [5. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 0. 1.]
 [2. 2. 2. 0. 0. 3.]
 [5. 2. 2. 3. 0. 0.]]",0,1,28,26,7,4,perdido,0
400,22,7.0,aleatoria,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[0. 2. 1. 0. 5. 0.]
 [0. 2. 0. 2. 0. 0.]
 [0. 2. 3. 2. 2. 5.]
 [0. 0. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [0. 1. 2. 2. 2. 2.]
 [0. 0. 0. 0. 2. 2.]
 [0. 5. 5. 3. 2. 2.]]",0,3,31,24,7,4,perdido,0
401,22,7.0,aleatoria,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[2. 2. 0. 0. 2. 0.]
 [2. 2. 2. 0. 2. 2.]
 [5. 2. 2. 2. 2. 5.]
 [2. 2. 2. 2. 2. 2.]
 [0. 2. 0. 2. 2. 0.]
 [0. 1. 0. 0. 1. 1.]
 [0. 0. 0. 3. 1. 3.]
 [0. 5. 0. 3. 0. 1.]]",0,1,24,23,7,4,perdido,0
402,22,3.0,aleatoria,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[2. 2. 2. 2. 2. 0.]
 [2. 2. 2. 5. 2. 0.]
 [2. 2. 2. 2. 2. 5.]
 [2. 2. 5. 2. 2. 2.]
 [2. 2. 2. 5. 0. 2.]
 [3. 2. 5. 0. 0. 1.]
 [2. 2. 2. 0. 0. 3.]
 [5. 0. 0. 3. 1. 1.]]",0,0,25,28,3,6,perdido,0
403,22,4.0,aleatoria,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[2. 2. 0. 0. 5. 0.]
 [2. 2. 0. 0. 4. 0.]
 [5. 2. 2. 2. 0. 5.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 0. 2. 2. 0.]
 [0. 2. 0. 0. 0. 2.]
 [5. 2. 0. 3. 3. 0.]]",0,1,26,27,4,6,perdido,0
404,22,4.0,aleatoria,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[2. 2. 0. 2. 5. 2.]
 [2. 2. 0. 2. 0. 2.]
 [5. 2. 0. 2. 0. 2.]
 [0. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [3. 2. 2. 2. 0. 0.]
 [0. 5. 0. 0. 0. 3.]
 [0. 4. 5. 0. 1. 0.]]",0,1,29,25,4,6,perdido,0
405,22,24.0,mejorada,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[0. 0. 0. 0. 1. 1.]
 [0. 0. 0. 0. 0. 0.]
 [5. 5. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 5.]
 [0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 1. 0.]
 [0. 5. 0. 3. 0. 2.]
 [5. 0. 1. 3. 3. 2.]]",7,1,9,2,24,2,ganado,1
406,22,20.0,mejorada,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[1. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 1.]
 [1. 0. 5. 5. 0. 0.]
 [1. 0. 0. 5. 0. 0.]
 [0. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 5. 0. 1. 5. 0.]
 [5. 0. 1. 3. 4. 0.]]",7,1,14,0,20,2,ganado,1
407,22,23.0,mejorada,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[0. 1. 0. 2. 2. 2.]
 [0. 3. 0. 2. 0. 2.]
 [0. 1. 3. 2. 2. 5.]
 [0. 1. 0. 2. 2. 2.]
 [0. 0. 0. 2. 5. 2.]
 [1. 0. 5. 2. 2. 2.]
 [0. 0. 5. 5. 2. 2.]
 [5. 0. 0. 3. 2. 2.]]",1,2,26,20,23,2,perdido,0
408,22,28.0,mejorada,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[1. 0. 1. 0. 0. 1.]
 [0. 0. 0. 2. 2. 0.]
 [0. 0. 5. 5. 2. 5.]
 [0. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 1.]
 [2. 5. 0. 0. 0. 1.]
 [0. 5. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]",7,3,14,4,28,4,ganado,1
409,22,17.0,mejorada,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0.]
 [0. 0. 0. 5. 0. 5.]
 [1. 0. 1. 1. 5. 5.]
 [1. 1. 0. 0. 1. 0.]
 [2. 0. 0. 0. 0. 2.]
 [0. 0. 0. 5. 5. 2.]
 [0. 0. 0. 0. 2. 2.]]",7,3,23,5,17,4,ganado,1
410,22,6.0,mejorada,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[0. 0. 0. 2. 2. 2.]
 [0. 2. 2. 2. 2. 2.]
 [5. 0. 2. 2. 2. 5.]
 [0. 0. 2. 2. 2. 2.]
 [0. 0. 2. 2. 2. 2.]
 [3. 2. 0. 2. 0. 0.]
 [0. 5. 0. 0. 2. 3.]
 [5. 0. 0. 3. 0. 0.]]",1,0,25,23,6,4,perdido,0
411,22,14.0,mejorada,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[0. 2. 2. 2. 2. 2.]
 [0. 0. 2. 2. 2. 0.]
 [5. 0. 2. 0. 5. 5.]
 [0. 0. 5. 0. 0. 0.]
 [1. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 1. 0.]
 [0. 0. 5. 1. 0. 3.]
 [5. 0. 0. 3. 3. 2.]]",1,3,25,10,14,6,perdido,0
412,22,9.0,mejorada,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[1. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [5. 5. 3. 0. 5. 0.]
 [0. 1. 0. 2. 2. 2.]
 [0. 0. 0. 2. 2. 2.]
 [0. 0. 1. 0. 2. 2.]
 [5. 5. 0. 0. 2. 2.]
 [3. 0. 0. 2. 2. 2.]]",5,2,24,13,9,6,perdido,0
413,22,6.0,mejorada,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8953109014434126403,"[[3. 0. 2. 2. 2. 2.]
 [0. 5. 2. 2. 2. 0.]
 [0. 0. 0. 2. 2. 5.]
 [0. 0. 2. 2. 2. 2.]
 [5. 1. 5. 2. 2. 3.]
 [0. 2. 0. 2. 2. 2.]
 [0. 2. 0. 2. 2. 2.]
 [2. 2. 3. 2. 2. 2.]]",2,2,32,28,6,6,perdido,0
414,23,10.0,aleatoria,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[0. 0. 0. 0. 0. 0.]
 [0. 5. 0. 0. 0. 1.]
 [5. 0. 2. 0. 0. 0.]
 [0. 2. 2. 2. 0. 1.]
 [2. 2. 2. 0. 1. 1.]
 [0. 2. 2. 5. 1. 0.]
 [5. 0. 2. 0. 0. 3.]
 [0. 0. 2. 3. 3. 0.]]",0,1,24,11,10,2,perdido,0
415,23,8.0,aleatoria,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[0. 2. 0. 0. 0. 0.]
 [0. 2. 0. 0. 2. 2.]
 [0. 5. 0. 0. 2. 0.]
 [0. 1. 0. 0. 0. 4.]
 [0. 0. 0. 0. 0. 0.]
 [1. 2. 5. 0. 0. 0.]
 [2. 5. 0. 5. 0. 3.]
 [2. 0. 0. 3. 0. 1.]]",0,0,25,8,8,2,perdido,0
416,23,10.0,aleatoria,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[0. 0. 2. 0. 5. 5.]
 [0. 0. 2. 2. 2. 0.]
 [0. 5. 2. 2. 2. 2.]
 [0. 0. 0. 2. 0. 0.]
 [2. 0. 0. 2. 0. 0.]
 [0. 5. 5. 2. 0. 1.]
 [2. 0. 0. 0. 0. 3.]
 [0. 5. 4. 3. 1. 0.]]",0,1,24,13,10,2,perdido,0
417,23,6.0,aleatoria,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[2. 2. 2. 0. 5. 2.]
 [2. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 3. 2. 3.]
 [2. 2. 0. 0. 0. 0.]
 [5. 2. 2. 0. 0. 2.]
 [0. 2. 5. 3. 0. 0.]]",0,2,24,33,6,4,perdido,0
418,23,5.0,aleatoria,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[2. 2. 0. 2. 2. 2.]
 [2. 2. 0. 2. 5. 2.]
 [5. 2. 2. 2. 2. 0.]
 [2. 2. 2. 2. 5. 2.]
 [2. 0. 0. 2. 2. 2.]
 [1. 2. 0. 2. 0. 1.]
 [2. 2. 0. 2. 0. 3.]
 [5. 0. 5. 4. 0. 0.]]",0,1,24,27,5,4,perdido,0
419,23,7.0,aleatoria,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[0. 0. 0. 1. 0. 0.]
 [2. 2. 4. 0. 0. 0.]
 [5. 2. 0. 0. 0. 0.]
 [2. 0. 2. 5. 2. 2.]
 [2. 2. 2. 2. 0. 2.]
 [2. 0. 2. 0. 1. 1.]
 [2. 0. 0. 5. 0. 3.]
 [1. 0. 5. 4. 1. 0.]]",0,0,24,16,7,4,perdido,0
420,23,5.0,aleatoria,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[5. 2. 2. 0. 5. 0.]
 [2. 2. 0. 2. 0. 0.]
 [5. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 0. 0.]
 [2. 3. 1. 2. 0. 1.]
 [5. 5. 1. 0. 1. 3.]
 [0. 1. 0. 3. 0. 1.]]",0,0,25,23,5,6,perdido,0
421,23,4.0,aleatoria,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[2. 2. 5. 2. 2. 2.]
 [2. 2. 0. 0. 2. 2.]
 [5. 2. 2. 2. 2. 5.]
 [3. 2. 1. 2. 0. 2.]
 [2. 2. 5. 2. 0. 0.]
 [2. 2. 2. 2. 0. 0.]
 [2. 2. 5. 1. 0. 3.]
 [5. 2. 0. 3. 1. 0.]]",0,2,24,28,4,6,perdido,0
422,23,7.0,aleatoria,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[2. 2. 2. 2. 5. 0.]
 [2. 2. 2. 2. 2. 2.]
 [5. 3. 2. 2. 3. 5.]
 [2. 2. 2. 3. 0. 2.]
 [0. 2. 2. 2. 2. 2.]
 [0. 2. 0. 2. 2. 2.]
 [0. 5. 5. 2. 2. 2.]
 [2. 2. 0. 2. 2. 0.]]",0,4,24,34,7,6,perdido,0
423,23,20.0,mejorada,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[0. 1. 0. 0. 0. 0.]
 [0. 0. 5. 0. 0. 0.]
 [0. 0. 5. 0. 1. 0.]
 [5. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1.]
 [0. 2. 0. 0. 1. 5.]
 [0. 0. 5. 2. 1. 0.]
 [5. 0. 0. 2. 0. 0.]]",6,4,9,3,20,2,perdido,0
