RunId,iteration,Step,estrategia,avances,rescatistas,rng,Rescatados,Perdidas,Danio,Fuegos,Paredes,Puertas,Rescatando,Pasos,Avances,Estado
6,2,1.0,mejorada,1,2,7919168045412322065,0,0,0,10,0,0,2,1,1,en_curso
6,2,2.0,mejorada,1,2,7919168045412322065,0,0,3,5,3,1,2,2,1,en_curso
6,2,3.0,mejorada,1,2,7919168045412322065,0,0,8,5,5,7,2,3,1,en_curso
6,2,4.0,mejorada,1,2,7919168045412322065,0,0,12,8,6,7,2,4,1,en_curso
6,2,5.0,mejorada,1,2,7919168045412322065,0,1,14,8,8,7,2,5,1,en_curso
6,2,6.0,mejorada,1,2,7919168045412322065,0,1,16,9,8,7,2,6,1,en_curso
6,2,7.0,mejorada,1,2,7919168045412322065,0,1,16,9,8,7,1,7,1,en_curso
6,2,8.0,mejorada,1,2,7919168045412322065,1,3,24,13,13,8,1,8,1,perdido
7,2,1.0,mejorada,1,3,7919168045412322065,0,0,0,10,0,0,3,1,1,en_curso
7,2,2.0,mejorada,1,3,7919168045412322065,0,0,3,6,3,1,3,2,1,en_curso
7,2,3.0,mejorada,1,3,7919168045412322065,1,0,8,9,8,4,2,3,1,en_curso
7,2,4.0,mejorada,1,3,7919168045412322065,1,0,11,8,9,6,3,4,1,en_curso
7,2,5.0,mejorada,1,3,7919168045412322065,1,0,14,9,10,7,3,5,1,en_curso
7,2,6.0,mejorada,1,3,7919168045412322065,1,1,14,9,10,7,3,6,1,en_curso
7,2,7.0,mejorada,1,3,7919168045412322065,2,1,14,6,10,7,3,7,1,en_curso
7,2,8.0,mejorada,1,3,7919168045412322065,4,1,14,6,10,7,3,8,1,en_curso
7,2,9.0,mejorada,1,3,7919168045412322065,7,1,14,10,10,7,3,9,1,ganado
8,2,1.0,mejorada,1,4,7919168045412322065,0,0,0,10,0,0,4,1,1,en_curso
8,2,2.0,mejorada,1,4,7919168045412322065,0,0,3,6,3,1,3,2,1,en_curso
8,2,3.0,mejorada,1,4,7919168045412322065,1,0,8,9,8,4,2,3,1,en_curso
8,2,4.0,mejorada,1,4,7919168045412322065,1,0,12,8,10,4,4,4,1,en_curso
8,2,5.0,mejorada,1,4,7919168045412322065,1,0,24,12,16,6,2,5,1,perdido
9,3,1.0,mejorada,1,2,6432084778622665797,0,0,0,10,0,0,2,1,1,en_curso
9,3,2.0,mejorada,1,2,6432084778622665797,0,0,0,4,0,0,1,2,1,en_curso
9,3,3.0,mejorada,1,2,6432084778622665797,0,0,2,5,2,5,2,3,1,en_curso
9,3,4.0,mejorada,1,2,6432084778622665797,0,0,2,3,2,7,2,4,1,en_curso
9,3,5.0,mejorada,1,2,6432084778622665797,0,0,2,2,2,7,2,5,1,en_curso
9,3,6.0,mejorada,1,2,6432084778622665797,0,1,2,2,2,7,2,6,1,en_curso
9,3,7.0,mejorada,1,2,6432084778622665797,1,1,2,1,2,7,2,7,1,en_curso
9,3,8.0,mejorada,1,2,6432084778622665797,1,1,2,0,2,8,2,8,1,en_curso
9,3,9.0,mejorada,1,2,6432084778622665797,1,1,2,1,2,8,2,9,1,en_curso
9,3,10.0,mejorada,1,2,6432084778622665797,1,1,2,2,2,8,2,10,1,en_curso
9,3,11.0,mejorada,1,2,6432084778622665797,2,4,12,12,10,8,2,11,1,perdido
10,3,1.0,mejorada,1,3,6432084778622665797,0,0,0,10,0,0,3,1,1,en_curso
10,3,2.0,mejorada,1,3,6432084778622665797,0,0,0,5,0,0,2,2,1,en_curso
10,3,3.0,mejorada,1,3,6432084778622665797,0,0,4,8,4,6,3,3,1,en_curso
10,3,4.0,mejorada,1,3,6432084778622665797,0,0,4,10,4,6,1,4,1,en_curso
10,3,5.0,mejorada,1,3,6432084778622665797,0,0,4,8,4,6,2,5,1,en_curso
10,3,6.0,mejorada,1,3,6432084778622665797,0,0,6,9,5,6,1,6,1,en_curso
10,3,7.0,mejorada,1,3,6432084778622665797,0,0,9,11,8,7,1,7,1,en_curso
10,3,8.0,mejorada,1,3,6432084778622665797,2,0,9,7,8,7,1,8,1,en_curso
10,3,9.0,mejorada,1,3,6432084778622665797,2,0,9,5,8,7,3,9,1,en_curso
10,3,10.0,mejorada,1,3,6432084778622665797,3,1,11,12,8,7,1,10,1,en_curso
10,3,11.0,mejorada,1,3,6432084778622665797,3,2,14,8,11,7,0,11,1,en_curso
10,3,12.0,mejorada,1,3,6432084778622665797,5,2,26,9,16,8,3,12,1,perdido
11,3,1.0,mejorada,1,4,6432084778622665797,0,0,0,10,0,0,4,1,1,en_curso
11,3,2.0,mejorada,1,4,6432084778622665797,0,0,0,7,0,1,3,2,1,en_curso
11,3,3.0,mejorada,1,4,6432084778622665797,0,0,4,9,4,7,3,3,1,en_curso
11,3,4.0,mejorada,1,4,6432084778622665797,0,0,4,9,4,7,0,4,1,en_curso
11,3,5.0,mejorada,1,4,6432084778622665797,0,0,4,8,4,7,1,5,1,en_curso
11,3,6.0,mejorada,1,4,6432084778622665797,0,0,10,10,7,7,1,6,1,en_curso
11,3,7.0,mejorada,1,4,6432084778622665797,0,0,16,13,12,7,0,7,1,en_curso
11,3,8.0,mejorada,1,4,6432084778622665797,0,0,18,11,14,7,0,8,1,en_curso
11,3,9.0,mejorada,1,4,6432084778622665797,0,2,24,12,17,7,0,9,1,perdido
12,4,1.0,mejorada,1,2,868632717012091125,0,0,0,10,0,0,2,1,1,en_curso
12,4,2.0,mejorada,1,2,868632717012091125,0,0,0,7,0,0,1,2,1,en_curso
12,4,3.0,mejorada,1,2,868632717012091125,0,0,3,9,3,4,2,3,1,en_curso
12,4,4.0,mejorada,1,2,868632717012091125,0,0,3,6,3,6,2,4,1,en_curso
12,4,5.0,mejorada,1,2,868632717012091125,0,0,7,9,7,6,2,5,1,en_curso
12,4,6.0,mejorada,1,2,868632717012091125,0,0,7,4,7,6,1,6,1,en_curso
12,4,7.0,mejorada,1,2,868632717012091125,1,0,7,5,7,6,2,7,1,en_curso
12,4,8.0,mejorada,1,2,868632717012091125,2,0,10,6,9,6,2,8,1,en_curso
12,4,9.0,mejorada,1,2,868632717012091125,2,0,10,7,9,7,2,9,1,en_curso
12,4,10.0,mejorada,1,2,868632717012091125,2,0,10,5,9,7,2,10,1,en_curso
12,4,11.0,mejorada,1,2,868632717012091125,2,1,10,7,9,7,2,11,1,en_curso
12,4,12.0,mejorada,1,2,868632717012091125,2,1,12,5,11,7,2,12,1,en_curso
12,4,13.0,mejorada,1,2,868632717012091125,2,1,20,6,16,7,2,13,1,en_curso
12,4,14.0,mejorada,1,2,868632717012091125,2,1,20,4,16,7,2,14,1,en_curso
12,4,15.0,mejorada,1,2,868632717012091125,4,1,20,7,16,7,2,15,1,en_curso
12,4,16.0,mejorada,1,2,868632717012091125,6,1,25,10,19,7,2,16,1,perdido
13,4,1.0,mejorada,1,3,868632717012091125,0,0,0,10,0,0,3,1,1,en_curso
13,4,2.0,mejorada,1,3,868632717012091125,0,0,0,7,0,0,1,2,1,en_curso
13,4,3.0,mejorada,1,3,868632717012091125,0,0,3,9,3,4,2,3,1,en_curso
13,4,4.0,mejorada,1,3,868632717012091125,0,0,3,7,3,6,3,4,1,en_curso
13,4,5.0,mejorada,1,3,868632717012091125,2,1,6,6,6,6,3,5,1,en_curso
13,4,6.0,mejorada,1,3,868632717012091125,2,1,8,8,8,7,3,6,1,en_curso
13,4,7.0,mejorada,1,3,868632717012091125,2,2,14,6,13,7,3,7,1,en_curso
13,4,8.0,mejorada,1,3,868632717012091125,4,4,20,11,14,7,3,8,1,perdido
14,4,1.0,mejorada,1,4,868632717012091125,0,0,0,10,0,0,4,1,1,en_curso
14,4,2.0,mejorada,1,4,868632717012091125,0,0,0,7,0,0,1,2,1,en_curso
14,4,3.0,mejorada,1,4,868632717012091125,0,0,5,7,3,4,4,3,1,en_curso
14,4,4.0,mejorada,1,4,868632717012091125,0,1,5,7,3,6,4,4,1,en_curso
14,4,5.0,mejorada,1,4,868632717012091125,1,1,7,16,4,6,4,5,1,en_curso
14,4,6.0,mejorada,1,4,868632717012091125,2,1,12,16,9,7,3,6,1,en_curso
14,4,7.0,mejorada,1,4,868632717012091125,4,3,19,21,13,7,1,7,1,en_curso
14,4,8.0,mejorada,1,4,868632717012091125,4,3,25,24,18,7,0,8,1,perdido
15,5,1.0,mejorada,1,2,8998527916616952261,0,0,0,10,0,0,2,1,1,en_curso
15,5,2.0,mejorada,1,2,8998527916616952261,0,0,4,9,3,0,0,2,1,en_curso
15,5,3.0,mejorada,1,2,8998527916616952261,0,0,7,6,6,2,2,3,1,en_curso
15,5,4.0,mejorada,1,2,8998527916616952261,0,0,7,3,6,4,2,4,1,en_curso
15,5,5.0,mejorada,1,2,8998527916616952261,0,1,12,6,10,6,2,5,1,en_curso
15,5,6.0,mejorada,1,2,8998527916616952261,0,1,14,9,10,7,2,6,1,en_curso
15,5,7.0,mejorada,1,2,8998527916616952261,0,1,14,7,10,7,2,7,1,en_curso
15,5,8.0,mejorada,1,2,8998527916616952261,0,3,19,9,14,7,2,8,1,en_curso
15,5,9.0,mejorada,1,2,8998527916616952261,3,3,26,14,17,7,2,9,1,perdido
16,5,1.0,mejorada,1,3,8998527916616952261,0,0,0,10,0,0,3,1,1,en_curso
16,5,2.0,mejorada,1,3,8998527916616952261,0,0,4,9,3,0,0,2,1,en_curso
16,5,3.0,mejorada,1,3,8998527916616952261,0,0,9,11,7,2,2,3,1,en_curso
16,5,4.0,mejorada,1,3,8998527916616952261,0,0,10,6,8,4,1,4,1,en_curso
16,5,5.0,mejorada,1,3,8998527916616952261,0,0,13,6,11,6,3,5,1,en_curso
16,5,6.0,mejorada,1,3,8998527916616952261,1,1,13,6,11,6,3,6,1,en_curso
16,5,7.0,mejorada,1,3,8998527916616952261,1,1,16,7,14,6,3,7,1,en_curso
16,5,8.0,mejorada,1,3,8998527916616952261,2,2,24,9,16,7,2,8,1,perdido
17,5,1.0,mejorada,1,4,8998527916616952261,0,0,0,10,0,0,4,1,1,en_curso
17,5,2.0,mejorada,1,4,8998527916616952261,0,0,4,9,3,0,0,2,1,en_curso
17,5,3.0,mejorada,1,4,8998527916616952261,0,0,9,11,7,2,2,3,1,en_curso
17,5,4.0,mejorada,1,4,8998527916616952261,0,0,10,6,8,4,1,4,1,en_curso
17,5,5.0,mejorada,1,4,8998527916616952261,0,0,10,7,8,6,4,5,1,en_curso
17,5,6.0,mejorada,1,4,8998527916616952261,0,2,14,12,12,7,2,6,1,en_curso
17,5,7.0,mejorada,1,4,8998527916616952261,0,3,24,16,20,7,1,7,1,perdido
18,6,1.0,mejorada,1,2,7020274643477799479,0,0,0,10,0,0,2,1,1,en_curso
18,6,2.0,mejorada,1,2,7020274643477799479,0,0,1,8,1,0,1,2,1,en_curso
18,6,3.0,mejorada,1,2,7020274643477799479,0,0,3,8,3,4,2,3,1,en_curso
18,6,4.0,mejorada,1,2,7020274643477799479,0,0,3,6,3,5,2,4,1,en_curso
18,6,5.0,mejorada,1,2,7020274643477799479,0,0,3,4,3,6,2,5,1,en_curso
18,6,6.0,mejorada,1,2,7020274643477799479,0,0,3,3,3,7,2,6,1,en_curso
18,6,7.0,mejorada,1,2,7020274643477799479,0,0,3,3,3,7,2,7,1,en_curso
18,6,8.0,mejorada,1,2,7020274643477799479,2,1,3,9,3,8,2,8,1,en_curso
18,6,9.0,mejorada,1,2,7020274643477799479,2,1,8,11,8,8,2,9,1,en_curso
18,6,10.0,mejorada,1,2,7020274643477799479,2,1,11,10,10,8,1,10,1,en_curso
18,6,11.0,mejorada,1,2,7020274643477799479,2,4,14,9,11,8,2,11,1,perdido
19,6,1.0,mejorada,1,3,7020274643477799479,0,0,0,10,0,0,3,1,1,en_curso
